"Total Parent 
Response Rate %",Total Teacher Response Rate %,Total Student Response Rate %,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Strong Family-Community Ties Score,Trust Score,DBN,School Name
80.0,98.0,93.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.63,09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS
64.0,93.0,99.0,3.95,3.84,3.45,3.55,3.41,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE"
90.0,96.0,98.95293462461058,4.49,3.82,4.44,4.23,3.96,09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL
24.0,86.0,74.71583222725587,3.63,4.12,3.46,3.5,3.47,09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL
47.0,100.0,85.44069649159684,3.84,3.73,3.94,3.42,3.29,09X543,HIGH SCHOOL FOR VIOLIN AND DANCE
66.0,82.0,98.0,3.45,3.45,3.42,3.5,3.46,09X555,MOUNT EDEN CHILDREN'S ACADEMY
33.0,91.0,94.0,2.55,2.69,2.99,2.48,1.86,09X564,CLAREMONT INTERNATIONAL HS
75.0,83.0,90.6564554438266,4.02,3.78,3.38,3.76,4.11,09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX
9.0,59.0,70.40695139442383,3.66,3.82,3.6,3.38,2.54,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY
46.0,91.0,90.0,4.72,4.23,4.44,4.1,4.48,10X007,MILTON FEIN SCHOOL
29.0,47.0,87.0,3.45,3.42,2.66,3.65,3.76,10X008,P.S. 008 ISAAC VARIAN
49.0,58.0,80.95983695857834,3.06,3.08,2.78,3.67,3.39,10X009,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL
95.0,100.0,100.81223135707837,4.03,3.53,4.09,4.15,3.87,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING
100.0,86.0,100.23937499323911,3.42,3.61,3.59,4.49,3.97,10X020,"P.S./M.S. 20 P.O.GEORGE J. WERDANN, III"
73.0,98.0,92.00571305404182,4.89,4.78,4.99,4.15,4.65,10X023,P.S. 023 THE NEW CHILDREN'S SCHOOL
87.0,94.0,98.08796289075657,3.57,3.99,3.71,3.5,3.51,10X024,P.S. 024 SPUYTEN DUYVIL
45.0,81.0,80.85304057184098,3.77,3.55,3.56,4.23,3.81,10X032,P.S. 032 BELMONT
90.0,94.0,95.0,3.36,3.87,3.49,3.02,3.59,10X033,P.S. 033 TIMOTHY DWIGHT
91.0,98.0,97.85830704065313,4.84,4.32,4.54,4.49,4.47,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL
62.0,67.0,89.19200642114573,2.87,3.19,3.42,3.08,2.9,10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45
40.0,100.0,81.0,4.69,4.44,4.2,4.23,4.23,10X046,P.S. 046 EDGAR ALLAN POE
75.0,71.0,94.69947093281549,2.54,2.8,3.07,3.47,2.35,10X051,P.S. 051 BRONX NEW SCHOOL
39.0,72.0,78.62297817063757,3.31,3.42,3.29,3.89,3.56,10X054,P.S./I.S. 54
82.0,37.0,98.0,3.93,3.58,3.76,3.72,3.29,10X056,P.S. 056 NORWOOD HEIGHTS
50.0,83.0,91.0,2.0,2.82,3.11,1.89,2.29,10X059,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY
27.0,90.0,91.0,3.38,3.3,3.39,3.44,2.96,10X077,BEDFORD PARK ELEMENTARY SCHOOL
75.0,100.0,88.7073175713181,4.23,3.44,3.12,4.66,4.9,10X080,J.H.S. 080 THE MOSHOLU PARKWAY
78.0,99.0,93.97652820771474,3.73,3.25,3.42,3.84,3.78,10X081,P.S. 081 ROBERT J. CHRISTEN
100.0,94.0,96.0,3.29,3.47,3.58,4.14,4.11,10X085,P.S. 085 GREAT EXPECTATIONS
83.0,88.0,96.07058795224302,3.04,3.3,2.89,3.55,3.07,10X086,P.S. 086 KINGSBRIDGE HEIGHTS
89.0,91.0,98.67277695136099,4.49,3.99,4.79,4.4,4.01,10X091,P.S. 091 BRONX
40.0,50.0,49.0,2.74,2.76,3.11,3.53,2.43,10X094,P.S. 094 KINGS COLLEGE SCHOOL
36.0,68.0,72.0,3.54,3.62,3.22,3.22,3.57,10X095,P.S. 095 SHEILA MENCHER
80.0,80.0,97.01525309039343,3.45,3.04,3.65,3.33,2.75,10X118,J.H.S. 118 WILLIAM W. NILES
93.0,86.0,99.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.18,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141)
8.0,88.0,64.0,3.19,2.51,3.57,2.42,2.56,10X159,P.S. 159 LUIS MUNOZ MARIN BILING
38.0,92.0,87.0,3.5,3.45,2.68,3.71,3.65,10X205,P.S. 205 FIORELLO LAGUARDIA
56.0,92.0,84.0,3.71,4.22,3.67,3.44,4.12,10X206,I.S. 206 ANN MERSEREAU
46.0,79.0,82.68573085595963,3.07,2.86,2.76,3.89,2.8,10X207,P.S. 207
50.0,90.0,91.0,3.24,3.36,2.62,3.62,3.58,10X209,P.S. 209
5.0,79.0,75.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.03,10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY
48.0,100.0,89.0,3.01,2.91,2.47,3.51,4.01,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL
73.0,100.0,99.0,4.59,4.16,4.11,4.18,4.49,10X226,P.S. 226
51.0,91.0,85.0,4.13,3.88,3.57,3.81,3.6,10X228,JONAS BRONCK ACADEMY
7.0,79.0,14.0,3.43,3.89,2.77,2.96,4.09,10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS"
94.0,100.0,97.31547227854726,3.95,4.45,3.74,4.49,4.58,10X243,WEST BRONX ACADEMY FOR THE FUTURE
58.0,85.0,85.00683467551256,3.06,3.37,2.78,3.76,3.7,10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM
100.0,94.0,101.05915732647904,3.53,3.54,3.47,3.93,3.92,10X246,P.S. 246 POE CENTER
39.0,55.0,95.0,3.47,3.48,3.27,3.32,3.42,10X254,I.S. 254
56.0,96.0,87.12854850563383,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.52,10X264,BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE)
60.0,100.0,100.0,4.6,4.16,4.23,3.98,4.04,10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL
16.0,100.0,75.0,3.58,3.94,3.69,3.7,4.22,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR."
49.0,100.0,95.0,4.09,4.03,3.99,3.97,4.07,10X280,P.S./M.S. 280 MOSHOLU PARKWAY
85.0,100.0,96.01462332059401,4.79,4.1,4.8,4.23,4.75,10X284,BRONX SCHOOL OF LAW AND FINANCE
98.0,100.0,97.0,4.01,3.67,2.92,3.57,3.59,10X291,P.S. 291
82.0,96.0,93.98901193189815,3.9,3.73,3.73,4.27,4.29,10X306,P.S. 306
17.0,91.0,51.0,3.16,3.51,3.5,4.11,3.53,10X307,LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY
21.0,83.0,25.0,4.57,4.59,3.65,4.24,3.99,10X308,BRONX DANCE ACADEMY SCHOOL
26.0,98.0,77.00150881674426,3.82,3.46,3.69,3.5,3.45,10X310,P.S. 310 MARBLE HILL
85.0,100.0,99.0,3.85,4.1,3.95,3.85,4.28,10X315,P.S. 315 LAB SCHOOL
40.0,79.0,95.0,3.36,3.4,3.92,3.23,3.16,10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL
56.0,95.0,91.0,4.4,3.68,4.38,4.27,4.05,10X331,THE BRONX SCHOOL OF YOUNG LEADERS
87.0,95.0,97.1518514327046,3.77,3.74,3.67,3.59,3.87,10X340,P.S. 340
83.0,84.0,98.14344979214465,2.99,3.54,3.53,3.16,2.75,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS
55.0,55.0,81.0,3.59,3.4,3.25,4.17,3.79,10X344,AMPARK NEIGHBORHOOD
47.0,69.0,80.0,2.31,2.78,2.17,3.0,2.28,10X351,BRONX COLLABORATIVE HIGH SCHOOL
44.0,95.0,80.4600947036519,4.55,4.02,3.55,4.15,4.04,10X353,WORLD VIEW HIGH SCHOOL
15.0,96.0,84.0,3.68,4.0,3.99,4.36,3.98,10X360,P.S. 360
37.0,100.0,73.0,3.75,3.82,3.59,3.56,3.99,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE
36.0,68.0,87.0,3.38,3.74,3.6,3.27,3.98,10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368)
35.0,100.0,96.0,4.45,3.85,4.81,3.89,3.42,10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA)
36.0,100.0,77.0,3.91,3.75,3.49,3.64,3.42,10X382,"ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOGY"
33.0,78.0,83.0,4.17,4.05,3.96,3.81,3.69,10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP
6.0,73.0,56.0,3.43,3.38,2.26,2.64,3.42,10X390,M.S. 390
47.0,75.0,99.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.67,10X391,THE ANGELO PATRI MIDDLE SCHOOL
46.0,75.0,90.0,4.33,4.6,4.41,3.85,3.91,10X396,P.S. 396
83.0,93.0,99.0,4.37,3.91,3.98,3.82,4.0,10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS)
16.0,48.0,98.0,2.44,2.14,2.77,2.34,3.7,10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS
46.0,100.0,95.0,4.31,3.82,4.43,3.8,4.21,10X434,BELMONT PREPARATORY HIGH SCHOOL
11.0,89.0,50.0,3.62,3.81,3.15,3.44,3.76,10X437,FORDHAM HIGH SCHOOL FOR THE ARTS
28.0,63.0,59.0,4.56,4.84,4.43,4.99,4.91,10X438,FORDHAM LEADERSHIP ACADEMY
84.0,96.0,87.0,3.72,3.32,3.07,4.27,4.03,10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE
48.0,92.0,84.0,2.25,2.57,3.05,1.55,1.78,10X440,DEWITT CLINTON HIGH SCHOOL
25.0,80.0,39.0,4.55,4.88,4.8,4.72,4.12,10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE"
32.0,97.0,80.0,3.47,3.87,3.47,3.69,3.14,10X445,THE BRONX HIGH SCHOOL OF SCIENCE
61.0,100.0,61.0,3.93,3.87,3.72,4.0,3.56,10X447,CRESTON ACADEMY
51.0,81.0,97.0,4.43,3.9,4.48,3.43,4.07,10X459,EAST FORDHAM ACADEMY FOR THE ARTS
29.0,100.0,76.67002273867564,3.64,3.58,3.58,3.67,3.92,10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES
50.0,100.0,98.0,4.03,3.68,3.93,3.76,3.66,10X503,WALTON YABC
21.0,78.0,73.44797762002403,3.19,3.23,2.38,2.74,2.86,10X504,KENNEDY YABC
63.0,85.0,88.4891517262979,4.4,4.06,4.3,3.72,4.02,10X524,CROTONA INTERNATIONAL HIGH SCHOOL
50.0,80.0,83.97874239956175,2.64,3.13,2.7,3.76,2.87,10X546,BRONX THEATRE HIGH SCHOOL
49.0,85.0,82.72752847737348,4.3,3.55,3.81,4.06,3.93,10X549,DISCOVERY HIGH SCHOOL
90.0,100.0,101.92789602175183,3.64,3.33,2.96,1.89,2.51,10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY
33.0,73.0,93.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.71,10X668,DEWITT CLINTON CAMPUS YABC
50.0,64.0,80.88414845116404,3.54,3.6,3.24,3.67,3.96,10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE
36.0,94.0,95.0,3.58,2.95,2.9,3.25,3.71,11X016,P.S. 016 WAKEFIELD
63.0,92.0,87.71860236559174,3.41,3.34,3.48,3.98,4.0,11X019,P.S. 019 JUDITH K. WEISS
46.0,42.0,81.2215791460965,3.33,3.37,3.66,3.89,3.02,11X021,P.S. 021 PHILIP H. SHERIDAN
38.0,98.0,80.3669044169498,3.07,3.55,3.47,3.59,3.67,11X041,P.S. 041 GUN HILL ROAD
56.0,99.0,87.49599461655333,3.95,4.06,3.69,3.47,3.42,11X068,P.S. 068 BRONX
57.0,97.0,86.75483535244794,3.64,3.62,3.65,3.59,3.85,11X076,P.S. 076 THE BENNINGTON SCHOOL
60.0,76.0,88.15980873004929,3.52,3.63,3.6,3.89,3.03,11X078,P.S. 078 ANNE HUTCHINSON
27.0,53.0,76.33703694642486,2.49,2.66,2.28,2.68,2.0,11X083,P.S. 083 DONALD HERTZ
34.0,61.0,74.68357011921809,3.6,3.64,2.54,3.08,3.66,11X087,P.S. 087 BRONX
48.0,87.0,85.46671818464998,2.85,2.76,2.99,3.33,2.59,11X089,P.S. 089 BRONX
40.0,98.0,90.0,3.67,3.73,3.41,1.85,3.5,11X096,P.S. 096 RICHARD RODGERS
56.0,88.0,91.0,4.01,4.19,4.04,3.71,4.26,11X097,P.S. 097 BRONX
44.0,84.0,81.81301068752532,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.62,11X103,P.S. 103 HECTOR FONTANEZ
50.0,88.0,85.59138474887064,2.28,2.74,2.16,3.25,2.25,11X105,P.S. 105 SEN ABRAHAM BERNSTEIN
77.0,71.0,91.80331084306201,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.95,11X106,P.S. 106 PARKCHESTER
58.0,100.0,98.0,3.47,3.51,4.39,4.23,3.9,11X108,P.S. 108 PHILIP J. ABINANTI
71.0,89.0,93.89595692317233,3.42,3.08,2.99,3.08,2.48,11X111,P.S. 111 SETON FALLS
39.0,59.0,93.0,2.88,3.52,3.27,4.23,2.65,11X112,P.S. 112 BRONXWOOD
63.0,86.0,93.0,4.41,4.53,4.34,3.3,3.69,11X121,P.S. 121 THROOP
66.0,75.0,86.1877264655633,3.42,4.42,3.31,4.06,4.22,11X127,J.H.S. 127 THE CASTLE HILL
45.0,98.0,97.0,3.73,4.01,4.62,3.38,3.39,11X144,J.H.S. 144 MICHELANGELO
15.0,90.0,93.0,4.18,3.54,3.49,3.67,3.08,11X153,P.S. 153 HELEN KELLER
28.0,92.0,61.0,3.97,3.88,3.64,4.06,4.36,11X160,P.S. 160 WALT DISNEY
11.0,97.0,49.0,3.62,3.66,3.13,4.09,3.95,11X169,BAYCHESTER ACADEMY
31.0,84.0,82.0,3.5,3.69,2.97,4.27,3.42,11X175,P.S. 175 CITY ISLAND
29.0,97.0,84.0,3.62,3.57,3.04,2.24,3.34,11X178,P.S. 178 - DR. SELMAN WAKSMAN
22.0,91.0,72.0,2.4,1.84,2.61,2.4,1.98,11X180,M.S. 180 DR. DANIEL HALE WILLIAMS
11.0,92.0,76.0,3.49,3.6,3.44,3.44,2.94,11X181,I.S. 181 PABLO CASALS
69.0,100.0,91.0,3.37,4.34,2.64,4.75,3.55,11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION
10.0,100.0,76.0,2.95,3.14,2.81,3.36,2.88,11X194,P.S./M.S. 194
59.0,100.0,88.0,3.47,3.42,3.98,3.38,3.85,11X249,BRONX HEALTH SCIENCES HIGH SCHOOL
40.0,100.0,87.0,3.19,3.6,3.21,3.28,3.27,11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS
98.0,91.0,99.76252384082127,3.88,4.04,3.65,4.15,4.03,11X265,BRONX LAB SCHOOL
56.0,56.0,5.0,4.15,4.01,3.62,3.03,3.09,11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL
23.0,70.0,45.0,3.47,3.15,3.95,4.55,4.28,11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY
28.0,100.0,87.0,2.98,3.12,2.76,3.26,2.77,11X287,NORTH BRONX SCHOOL OF EMPOWERMENT
75.0,67.0,82.0,3.24,3.87,4.0,2.87,3.43,11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE
49.0,89.0,99.0,4.12,3.63,3.97,3.97,4.04,11X290,BRONX ACADEMY OF HEALTH CAREERS
74.0,100.0,93.48145518128709,4.63,4.48,4.85,4.23,4.2,11X299,ASTOR COLLEGIATE ACADEMY
90.0,100.0,96.53992095982095,4.86,4.58,4.17,4.49,4.55,11X326,BRONX GREEN MIDDLE SCHOOL
99.0,89.0,99.0,4.09,3.97,4.06,4.32,4.03,11X355,BRONX ALLIANCE MIDDLE SCHOOL
57.0,100.0,90.0,3.99,3.92,4.32,4.01,4.38,11X357,YOUNG VOICES ACADEMY OF THE BRONX
81.0,75.0,81.0,4.13,3.53,3.43,2.81,3.21,11X370,LEADERS OF TOMORROW
62.0,93.0,96.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.85,11X417,C COLUMBUS HS YABC
18.0,79.0,86.0,4.25,4.09,3.73,3.96,3.89,11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS
66.0,88.0,99.0,2.64,3.1,3.42,3.44,2.79,11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA)
20.0,90.0,80.0,3.78,3.63,3.37,3.54,3.15,11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT
17.0,90.0,46.0,3.85,4.04,2.87,3.93,3.64,11X481,THE STEAM BRIDGE SCHOOL
25.0,79.0,58.0,4.09,4.24,4.1,3.31,2.59,11X483,THE MATILDA AVENUE SCHOOL
70.0,95.0,98.0,4.39,4.52,3.67,3.38,4.47,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY
73.0,95.0,95.0,3.9,3.89,3.8,3.64,3.76,11X508,BRONXDALE HIGH SCHOOL
66.0,94.0,89.48708841014457,2.73,2.78,2.47,3.76,3.17,11X509,HIGH SCHOOL OF LANGUAGE AND INNOVATION
100.0,98.0,100.68561881959215,3.73,3.83,3.77,3.84,4.38,11X513,NEW WORLD HIGH SCHOOL
41.0,89.0,80.42528030945945,3.27,3.06,2.59,3.59,3.15,11X514,THE BRONXWOOD PREPARATORY ACADEMY
96.0,92.0,100.28315345740933,3.84,3.46,3.75,3.59,3.92,11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD
95.0,89.0,100.60420356194581,2.07,2.82,2.23,3.53,2.64,11X532,BAYCHESTER MIDDLE SCHOOL
73.0,100.0,89.57169501128985,3.61,3.8,2.65,4.01,4.08,11X542,PELHAM PREPARATORY ACADEMY
70.0,89.0,93.36131783222726,2.79,2.99,3.25,3.47,2.75,11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS
53.0,100.0,88.34930882505982,3.08,3.24,3.36,3.42,2.67,11X545,BRONX AEROSPACE HIGH SCHOOL
93.0,92.0,83.0,2.91,2.98,1.97,3.69,3.77,11X556,BRONX PARK MIDDLE SCHOOL
53.0,87.0,84.0,4.05,4.15,4.06,3.91,4.24,11X566,PELHAM GARDENS MIDDLE SCHOOL
55.0,93.0,84.7434638809868,4.29,3.62,3.68,4.06,4.07,11X567,LINDEN TREE ELEMENTARY SCHOOL
69.0,88.0,89.04348164518098,3.49,3.48,2.78,3.67,3.68,12X006,P.S. 006 WEST FARMS
91.0,100.0,95.0,3.37,3.32,3.19,2.86,2.94,12X044,P.S. 044 DAVID C. FARRAGUT
68.0,40.0,86.7322647962497,3.65,3.56,3.6,3.67,3.82,12X047,P.S. 047 JOHN RANDOLPH
66.0,38.0,87.24015803024933,2.89,3.0,3.13,3.42,3.15,12X057,P.S. 057 CRESCENT
59.0,78.0,89.0,1.98,2.27,2.3,2.65,1.93,12X061,P.S. 061 FRANCISCO OLLER
89.0,100.0,96.55168501673958,2.77,3.14,2.31,3.19,3.73,12X066,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS
72.0,99.0,98.0,4.0,3.82,3.59,3.13,3.15,12X067,P.S. 067 MOHEGAN SCHOOL
93.0,100.0,81.0,2.99,2.97,2.62,3.99,2.47,12X098,J.H.S. 098 HERMAN RIDDER
50.0,98.0,84.0,3.12,3.2,3.28,3.15,3.32,12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP
17.0,82.0,46.0,1.91,2.26,1.8,2.28,1.88,12X134,P.S. 134 GEORGE F. BRISTOW
37.0,90.0,78.0,2.67,2.76,3.33,3.47,3.01,12X150,P.S. 150 CHARLES JAMES FOX
52.0,85.0,68.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.52,12X190,E.S.M.T- I.S. 190
33.0,50.0,92.0,1.96,2.68,2.32,2.23,2.44,12X195,P.S. 195
69.0,96.0,85.0,3.7,3.88,3.46,3.6,3.72,12X196,P.S. 196
68.0,78.0,86.3276199732218,3.34,3.38,2.55,4.1,4.07,12X211,P.S. 211
32.0,69.0,76.48001179061899,2.25,2.59,2.13,3.36,2.8,12X212,P.S. 212
70.0,100.0,99.0,3.31,4.14,3.97,3.82,3.65,12X214,P.S. 214
72.0,93.0,97.0,3.96,3.88,3.59,3.47,4.14,12X217,SCHOOL OF PERFORMING ARTS
72.0,87.0,94.0,3.11,3.0,3.2,3.13,3.55,12X242,MOTT HALL V
63.0,96.0,97.0,3.28,3.64,3.4,3.43,3.82,12X248,"METROPOLITAN HIGH SCHOOL, THE"
97.0,100.0,91.0,4.73,4.53,4.87,4.34,4.23,12X251,EXPLORATIONS ACADEMY H.S.
45.0,72.0,34.0,4.23,4.13,3.73,2.65,4.56,12X267,BRONX LATIN
100.0,86.0,98.47559110545976,4.79,4.63,3.95,4.83,4.53,12X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL
68.0,87.0,89.19785984777803,4.01,3.91,3.75,4.1,4.0,12X286,FANNIE LOU HAMER MIDDLE SCHOOL
52.0,95.0,82.0,3.51,3.52,3.38,3.28,3.47,12X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING
24.0,86.0,69.0,3.16,3.25,2.38,3.47,2.64,12X314,FAIRMONT NEIGHBORHOOD SCHOOL
8.0,93.0,64.0,2.93,2.8,1.97,3.47,2.64,12X316,KAPPA III
34.0,100.0,72.0,4.11,4.05,3.89,3.92,3.74,12X318,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS"
26.0,94.0,72.0,3.22,4.36,3.17,4.21,3.78,12X341,ACCION ACADEMY
36.0,74.0,79.08563537476138,2.81,3.48,3.83,4.06,3.46,12X383,EMOLIOR ACADEMY
95.0,97.0,100.08145263663607,4.24,3.98,3.69,4.15,3.64,12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE
88.0,97.0,94.0,3.08,2.8,2.84,3.99,4.0,12X428,MONROE ACADEMY YABC
57.0,95.0,78.0,3.95,4.3,4.05,4.84,4.7,12X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX
19.0,59.0,78.0,3.19,3.45,2.89,2.94,2.65,12X458,SAMARA COMMUNITY SCHOOL
100.0,100.0,102.11043268054723,3.75,3.83,4.04,4.01,4.04,12X463,URBAN SCHOLARS COMMUNITY SCHOOL
53.0,97.0,86.44072393903062,3.02,3.06,2.71,3.33,2.87,12X478,THE CINEMA SCHOOL
69.0,85.0,93.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.57,12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL
54.0,55.0,82.54604936582423,3.93,4.11,3.48,4.06,3.57,12X480,BRONX REGIONAL HIGH SCHOOL
87.0,100.0,99.0630109388922,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.25,12X511,BRONX ENVISION ACADEMY
50.0,100.0,83.07439861919605,3.65,3.94,4.13,4.57,4.47,12X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL
100.0,92.0,101.25015950759153,3.71,3.83,3.7,3.93,3.91,12X531,ARCHER ELEMENTARY SCHOOL
63.0,89.0,88.05744935497763,4.23,2.95,3.15,3.89,3.5,12X536,P.S. 536
58.0,100.0,85.58790183490419,3.61,3.72,2.79,4.18,3.63,12X550,HIGH SCHOOL OF WORLD CULTURES
77.0,90.0,90.18107494485898,3.98,3.98,3.31,4.01,4.61,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL
99.0,90.0,99.5572394803661,3.45,3.58,3.47,4.18,4.2,12X684,WINGS ACADEMY
22.0,80.0,85.0,3.6,3.72,3.55,3.98,3.78,12X691,BRONX LITTLE SCHOOL
58.0,96.0,87.92218600227062,4.09,4.16,4.12,4.15,3.58,13K003,P.S. 003 THE BEDFORD VILLAGE
59.0,100.0,86.48255143954015,3.26,2.54,2.68,3.5,3.77,13K008,P.S. 008 ROBERT FULTON
11.0,72.0,69.0,3.09,3.25,3.06,4.07,3.84,13K009,P.S. 009 TEUNIS G. BERGEN
21.0,57.0,88.0,3.1,3.25,3.21,4.15,2.11,13K011,P.S. 011 PURVIS J. BEHAN
28.0,79.0,75.28443037218659,2.47,2.75,2.56,3.42,3.27,13K020,P.S. 020 CLINTON HILL
33.0,83.0,100.0,3.19,2.94,2.86,3.42,3.22,13K044,P.S. 044 MARCUS GARVEY
91.0,86.0,99.14193348432988,2.56,2.74,2.54,3.67,2.75,13K046,P.S. 046 EDWARD C. BLUM
48.0,75.0,83.0,2.5,3.16,2.42,4.09,2.46,13K054,P.S. 054 SAMUEL C. BARNES
83.0,86.0,91.4594231361462,3.71,3.69,2.99,4.27,4.58,13K056,P.S. 056 LEWIS H. LATIMER
32.0,68.0,78.97464342593292,3.36,2.84,3.25,3.42,2.52,13K067,P.S. 067 CHARLES A. DORSEY
43.0,91.0,96.0,2.59,2.84,3.35,2.44,1.88,13K093,P.S. 093 WILLIAM H. PRESCOTT
23.0,73.0,41.0,4.12,3.93,3.07,4.55,4.21,13K113,M.S. 113 RONALD EDMONDS LEARNING CENTER
64.0,100.0,97.0,3.59,4.09,2.24,4.15,3.93,13K133,P.S. 133 WILLIAM A. BUTLER
33.0,91.0,88.0,3.92,3.99,3.61,4.21,3.82,13K256,P.S. 256 BENJAMIN BANNEKER
20.0,97.0,84.0,3.54,3.25,2.91,3.82,2.25,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS
58.0,90.0,73.0,3.87,4.21,4.25,1.6,3.41,13K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL
53.0,100.0,89.0,4.54,3.78,4.81,3.76,4.32,13K270,P.S. 270 JOHANN DEKALB
44.0,100.0,85.0,4.33,4.12,4.76,4.23,3.81,13K282,P.S. 282 PARK SLOPE
77.0,100.0,95.0,4.17,3.16,3.98,4.32,3.49,13K287,P.S. 287 BAILEY K. ASHFORD
60.0,92.0,89.0,3.34,3.13,2.26,3.35,3.88,13K301,SATELLITE EAST MIDDLE SCHOOL
4.0,100.0,36.0,3.53,4.15,3.75,4.59,3.95,13K305,P.S. 305 DR. PETER RAY
12.0,93.0,58.0,4.55,4.75,4.38,3.94,3.7,13K307,P.S. 307 DANIEL HALE WILLIAMS
50.0,91.0,93.0,4.34,4.11,4.86,4.24,3.96,13K313,DOCK STREET SCHOOL FOR STEAM STUDIES
33.0,88.0,84.0,2.55,3.01,3.2,3.46,2.79,13K350,URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART
26.0,93.0,46.0,3.56,3.55,3.05,2.43,3.75,13K351,THE URBAN ASSEMBLY UNISON SCHOOL
