"Total Parent 
Response Rate %",Total Teacher Response Rate %,Total Student Response Rate %,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Strong Family-Community Ties Score,Trust Score,DBN,School Name
50.0,92.0,83.70584543692429,4.6,4.19,4.53,4.32,4.25,24Q290,A.C.E. ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS
82.0,86.0,97.67956601340585,4.0,4.42,4.51,4.06,3.13,24Q293,CIVIC LEADERSHIP ACADEMY
60.0,90.0,100.0,3.52,3.42,2.92,2.56,3.26,24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL
70.0,92.0,89.53498756542251,4.48,4.32,3.75,4.49,4.04,24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS
83.0,100.0,96.02247536637014,4.74,4.22,4.82,4.49,4.39,24Q305,LEARNERS AND LEADERS
50.0,78.0,83.00777569915675,3.73,4.16,3.9,4.23,3.76,24Q307,PIONEER ACADEMY
58.0,91.0,86.44061131091937,3.13,3.14,3.14,3.67,3.65,24Q311,CORONA ARTS & SCIENCES ACADEMY
77.0,95.0,92.8941049142407,3.53,3.57,3.49,3.84,3.99,24Q330,HELEN M. MARSHALL SCHOOL
87.0,81.0,96.68326344415799,4.71,4.47,4.85,4.23,4.24,24Q343,THE CHILDREN'S LAB SCHOOL
73.0,69.0,88.32477503813172,4.69,4.52,4.16,4.49,4.61,24Q455,NEWTOWN HIGH SCHOOL
54.0,60.0,84.38504490142259,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.36,24Q457,HS ARTS & BUSINESS YABC
71.0,84.0,93.1584506567983,3.56,3.61,4.44,4.1,3.45,24Q485,GROVER CLEVELAND HIGH SCHOOL
92.0,78.0,99.0,3.33,3.28,2.63,3.42,3.68,24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE
64.0,92.0,90.71200444697898,4.12,4.4,4.76,4.49,3.6,24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE
71.0,94.0,93.12506815033929,4.65,4.17,4.9,4.4,3.8,24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS
82.0,97.0,95.67681725239115,4.58,4.47,4.49,4.23,4.08,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY"
53.0,56.0,97.0,4.28,3.83,3.54,3.16,3.75,24Q585,MASPETH HIGH SCHOOL
53.0,87.0,92.0,2.76,2.86,3.04,1.55,2.79,24Q600,QUEENS TECHNICAL HIGH SCHOOL
78.0,98.0,93.2436792580624,4.55,4.66,4.2,4.57,4.14,24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL
35.0,64.0,93.0,3.47,3.63,3.42,2.55,3.26,24Q744,VOYAGES PREPARATORY
64.0,98.0,87.0,4.16,4.24,4.33,4.23,3.87,25Q020,P.S. 020 JOHN BOWNE
79.0,93.0,96.29861135908072,4.32,4.13,4.8,3.72,3.8,25Q021,P.S. 021 EDWARD HART
83.0,97.0,96.14384580670529,4.57,4.13,4.43,4.18,4.06,25Q022,P.S. 022 THOMAS JEFFERSON
49.0,100.0,86.48571386236253,3.59,3.71,4.23,3.81,3.32,25Q024,P.S. 024 ANDREW JACKSON
52.0,97.0,97.0,3.6,4.47,3.77,3.98,3.22,25Q025,I.S. 025 ADRIEN BLOCK
62.0,98.0,95.0,4.1,3.75,3.85,2.32,3.12,25Q029,P.S. 029 QUEENS
35.0,98.0,95.0,4.16,4.55,4.01,3.55,3.57,25Q032,P.S. 032 STATE STREET
93.0,94.0,87.0,4.33,4.56,2.95,2.86,4.4,25Q079,P.S. 079 FRANCIS LEWIS
85.0,97.0,97.29690359881002,3.81,3.37,3.84,4.57,3.5,25Q107,P.S. 107 THOMAS A DOOLEY
79.0,97.0,96.65361231856423,4.3,3.79,4.8,4.4,3.63,25Q120,P.S. 120 QUEENS
44.0,100.0,97.0,3.01,3.06,2.98,2.23,3.02,25Q129,P.S. 129 PATRICIA LARKIN
56.0,100.0,95.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.58,25Q130,P.S. 130
74.0,100.0,88.0,4.52,4.65,4.49,4.02,4.76,25Q154,P.S. 154 QUEENS
43.0,92.0,98.0,3.96,3.86,3.64,3.8,3.52,25Q163,P.S. 163 FLUSHING HEIGHTS
27.0,90.0,77.0,4.23,4.11,3.35,4.01,3.9,25Q164,P.S. 164 QUEENS VALLEY
60.0,96.0,96.0,4.37,3.71,4.75,4.0,3.49,25Q165,P.S. 165 EDITH K. BERGTRAUM
13.0,65.0,75.0,4.22,3.4,3.47,2.59,3.38,25Q169,P.S. 169 BAY TERRACE
40.0,45.0,85.0,2.95,3.12,2.25,1.83,3.02,25Q184,P.S. 184 FLUSHING MANOR
10.0,81.0,59.0,4.05,4.35,3.41,3.66,4.28,25Q185,J.H.S. 185 EDWARD BLEEKER
48.0,73.0,99.0,4.18,4.23,4.28,3.89,3.07,25Q189,J.H.S. 189 DANIEL CARTER BEARD
30.0,76.0,72.0,4.04,2.69,4.8,3.12,3.18,25Q193,P.S. 193 ALFRED J. KENNEDY
4.0,80.0,23.0,2.06,2.44,2.05,3.47,2.85,25Q194,J.H.S. 194 WILLIAM CARR
26.0,100.0,86.0,4.44,4.01,4.69,3.78,3.78,25Q200,P.S./M.S. 200 - THE MAGNET SCHOOL OF GLOBAL STUDIES AND LEADERSHIP
35.0,100.0,62.0,4.27,3.37,3.39,3.33,3.63,25Q201,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH
52.0,97.0,82.75921300977585,4.83,4.85,4.17,4.49,4.55,25Q209,P.S. 209 CLEARVIEW GARDENS
60.0,79.0,89.13091625120839,3.57,4.23,4.27,4.49,3.0,25Q214,P.S. 214 CADWALLADER COLDEN
67.0,79.0,88.17761856142013,4.73,4.52,4.48,4.4,4.38,25Q219,P.S. 219 PAUL KLAPPER
66.0,97.0,88.84052443240418,4.88,4.66,4.8,4.66,4.61,25Q237,I.S. 237
47.0,43.0,80.21590005084607,4.53,3.84,4.42,4.57,3.8,25Q240,VERITAS ACADEMY
68.0,98.0,100.0,3.85,4.01,4.24,3.64,3.83,25Q241,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES
56.0,89.0,98.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.64,25Q242,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL
79.0,60.0,92.55167871151642,4.73,4.07,4.55,4.49,3.93,25Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL
78.0,100.0,97.15234817614167,3.8,4.13,3.94,4.4,2.65,25Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL
50.0,84.0,84.45990897854583,4.5,4.0,4.75,4.4,3.94,25Q252,"QUEENS SCHOOL OF INQUIRY, THE"
64.0,80.0,90.30894325520701,4.03,3.56,4.39,4.23,3.36,25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL
39.0,52.0,97.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,2.21,25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES
77.0,98.0,94.44790918938044,4.49,4.05,4.4,4.57,3.8,25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL
72.0,74.0,90.32715378607102,2.45,2.78,2.4,4.1,3.02,25Q294,BELL ACADEMY
75.0,100.0,93.30680343086001,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.85,25Q425,JOHN BOWNE HIGH SCHOOL
59.0,97.0,98.0,3.98,3.78,3.89,3.76,3.02,25Q460,FLUSHING HIGH SCHOOL
45.0,71.0,85.63666844095707,3.55,3.18,4.35,4.01,2.45,25Q467,FLUSHING YABC
68.0,55.0,89.91956694669159,4.25,2.96,4.69,4.32,3.71,25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY"
66.0,96.0,89.44110253638928,4.73,4.72,4.93,4.49,4.51,25Q525,TOWNSEND HARRIS HIGH SCHOOL
79.0,100.0,96.15367963909578,4.69,4.09,4.86,4.23,3.91,25Q540,QUEENS ACADEMY HIGH SCHOOL
69.0,96.0,89.33277296369859,4.37,4.48,3.77,4.18,4.18,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL
67.0,94.0,91.13626617665278,4.6,4.16,4.77,4.32,3.95,25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL
57.0,73.0,96.0,4.52,4.07,4.77,3.09,3.8,26Q018,P.S. 018 WINCHESTER
70.0,100.0,90.90433403349722,4.87,4.62,4.91,4.57,4.56,26Q026,P.S. 026 RUFUS KING
59.0,92.0,100.0,2.92,3.96,3.05,3.89,2.86,26Q031,P.S. 031 BAYSIDE
51.0,91.0,87.0,3.75,3.73,3.32,4.44,4.21,26Q041,P.S. 041 CROCHERON
67.0,100.0,87.84111071739906,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.9,26Q046,P.S. 046 ALLEY POND
15.0,87.0,72.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,2.07,26Q067,J.H.S. 067 LOUIS PASTEUR
44.0,87.0,88.0,3.72,3.56,3.58,2.17,3.63,26Q074,J.H.S. 074 NATHANIEL HAWTHORNE
23.0,81.0,79.0,3.78,3.79,3.18,2.59,2.67,26Q094,P.S. 094 DAVID D. PORTER
30.0,90.0,93.0,3.65,4.17,4.3,3.15,3.57,26Q098,P.S. 098 THE DOUGLASTON SCHOOL
17.0,74.0,77.0,2.75,3.51,3.82,2.94,1.85,26Q115,THE JAMES J. AMBROSE SCHOOL
54.0,100.0,94.0,3.4,2.88,3.57,3.25,3.17,26Q133,P.S. 133 QUEENS
32.0,72.0,71.0,2.56,2.42,2.42,2.91,2.48,26Q158,M.S. 158 MARIE CURIE
88.0,100.0,95.97993180810033,2.96,3.19,2.49,3.93,3.72,26Q159,P.S. 159
79.0,96.0,100.0,4.75,4.37,4.43,4.57,4.26,26Q162,P.S. 162 JOHN GOLDEN
77.0,100.0,94.24643100663431,3.53,3.95,4.86,4.49,4.48,26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172
61.0,96.0,86.0,3.12,2.82,3.35,3.22,2.65,26Q173,P.S. 173 FRESH MEADOWS
70.0,93.0,88.28558587941465,4.29,4.15,3.72,4.4,4.62,26Q178,P.S./ IS 178 HOLLISWOOD
45.0,49.0,78.89788947943696,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.98,26Q186,P.S. 186 CASTLEWOOD
93.0,81.0,97.39562665022116,4.46,4.08,4.06,4.23,4.24,26Q188,P.S. 188 KINGSBURY
80.0,94.0,95.43663811266285,4.44,4.17,4.37,3.89,3.88,26Q191,P.S. 191 MAYFLOWER
66.0,85.0,87.54894879418771,4.03,3.95,3.67,4.15,4.23,26Q203,P.S. 203 OAKLAND GARDENS
57.0,86.0,85.52895071833304,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.03,26Q205,P.S. 205 ALEXANDER GRAHAM BELL
86.0,100.0,96.77331748305119,4.54,4.44,4.51,4.32,4.29,26Q213,P.S. 213 THE CARL ULLMAN SCHOOL
62.0,78.0,88.20947475470795,3.77,4.16,3.75,4.06,3.3,26Q216,J.H.S. 216 GEORGE J. RYAN
64.0,100.0,92.829353706104,2.98,3.09,4.36,4.06,3.13,26Q221,P.S. 221 THE NORTH HILLS SCHOOL
64.0,89.0,89.55534843995167,3.52,2.98,3.78,4.01,3.62,26Q266,P.S./I.S. 266
80.0,62.0,91.97321733466772,3.9,3.87,3.88,4.15,4.03,26Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL
58.0,100.0,86.84113838622548,4.25,4.09,4.05,4.23,4.03,26Q376,P.S. 376
45.0,80.0,96.0,3.25,3.24,3.1,3.67,3.49,26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL
41.0,68.0,78.76990086134903,3.35,2.68,2.47,3.76,3.15,26Q430,FRANCIS LEWIS HIGH SCHOOL
86.0,100.0,97.9245640219203,3.72,3.73,4.15,4.4,3.73,26Q435,MARTIN VAN BUREN HIGH SCHOOL
77.0,100.0,98.0,4.62,4.21,4.03,4.15,3.73,26Q495,BAYSIDE HIGH SCHOOL
85.0,98.0,98.83053753574407,3.42,3.82,4.42,4.06,3.52,26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES"
69.0,78.0,99.0,3.52,3.14,3.06,3.42,3.2,27Q042,P.S./M.S 042 R. VERNAM
40.0,76.0,91.0,3.96,4.38,4.34,2.87,3.63,27Q043,P.S. 043
65.0,96.0,99.0,4.11,3.94,4.04,4.32,3.54,27Q045,P.S. 045 CLARENCE WITHERSPOON
65.0,57.0,85.75128237830162,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.29,27Q047,P.S. 047 CHRIS GALAS
32.0,84.0,78.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,2.81,27Q051,P.S. 051
62.0,98.0,88.90236673991109,3.98,3.81,3.6,3.59,3.61,27Q053,M.S. 053 BRIAN PICCOLO
73.0,97.0,96.0,4.42,4.19,4.0,3.57,3.76,27Q056,P.S. 056 HARRY EICHLER
76.0,87.0,100.0,4.06,3.86,3.47,3.98,3.49,27Q060,P.S. 060 WOODHAVEN
59.0,95.0,95.0,2.74,2.97,2.64,1.63,2.67,27Q062,P. S. 62 - CHESTER PARK SCHOOL
46.0,74.0,81.45142315228925,3.16,3.91,3.03,4.06,3.14,27Q063,P.S. 063 OLD SOUTH
62.0,100.0,98.0,3.56,3.84,3.28,2.57,2.84,27Q064,P.S. 064 JOSEPH P. ADDABBO
93.0,77.0,100.0,4.63,4.43,4.83,3.98,4.0,27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL
48.0,71.0,81.50336532191211,3.81,3.7,3.52,4.23,3.64,27Q066,P.S. 066 JACQUELINE KENNEDY ONASSIS
68.0,93.0,90.18186794480997,3.79,3.87,4.12,4.32,4.05,27Q090,P.S. 090 HORACE MANN
27.0,93.0,80.0,3.58,3.47,3.29,1.52,1.91,27Q096,P.S. 096
2.0,100.0,17.0,4.07,3.8,3.44,3.78,4.91,27Q097,P.S. 097 FOREST PARK
68.0,97.0,95.0,4.41,3.57,4.28,3.58,3.62,27Q100,P.S. 100 GLEN MORRIS
63.0,78.0,86.23832703746156,4.51,3.9,3.71,4.4,4.05,27Q104,P.S. 104 THE BAYS WATER
90.0,83.0,97.0,3.84,3.56,4.43,4.32,3.92,27Q105,P.S. 105 THE BAY SCHOOL
79.0,100.0,94.0,4.65,4.62,4.59,4.78,4.44,27Q106,LIGHTHOUSE ELEMENTARY SCHOOL
22.0,97.0,68.0,4.78,4.29,4.06,4.12,4.46,27Q108,P.S. 108 CAPTAIN VINCENT G. FOWLER
88.0,97.0,100.05557928581403,4.14,3.96,4.08,4.23,2.98,27Q114,P.S./M.S. 114 BELLE HARBOR
55.0,95.0,91.0,4.37,4.54,4.37,3.71,3.78,27Q123,P.S. 123
10.0,92.0,48.0,3.5,3.61,3.05,3.51,3.54,27Q124,P.S. 124 OSMOND A CHURCH
22.0,96.0,60.0,3.75,3.66,3.05,3.58,4.28,27Q137,M.S. 137 AMERICA'S SCHOOL OF HEROES
100.0,100.0,102.58805644715267,4.59,4.38,4.6,4.49,3.98,27Q146,P.S. 146 HOWARD BEACH
58.0,98.0,83.51134515939783,4.91,4.55,3.79,4.83,4.75,27Q155,P.S. 155
47.0,100.0,91.0,4.49,4.3,4.16,4.02,4.16,27Q183,P.S. 183 DR. RICHARD R. GREEN
69.0,100.0,99.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.12,27Q197,P.S. 197 THE OCEAN SCHOOL
53.0,100.0,89.0,4.17,3.62,4.7,4.15,3.47,27Q202,J.H.S. 202 ROBERT H. GODDARD
40.0,76.0,83.0,3.68,3.56,3.15,2.51,3.53,27Q207,P.S. 207 ROCKWOOD PARK
44.0,63.0,84.0,1.99,2.38,2.19,3.08,1.8,27Q210,J.H.S. 210 ELIZABETH BLACKWELL
31.0,100.0,80.0,2.54,3.49,3.22,4.26,3.08,27Q223,P.S. 223 LYNDON B. JOHNSON
44.0,85.0,79.0,2.8,3.29,3.06,2.16,2.61,27Q226,J.H.S. 226 VIRGIL I. GRISSOM
59.0,97.0,86.37577368859402,4.45,4.05,4.13,4.49,4.25,27Q232,P.S. 232 LINDENWOOD
85.0,100.0,95.34819202768153,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.45,27Q253,P.S. 253
55.0,100.0,93.0,4.5,4.44,3.92,4.28,3.95,27Q254,P.S. 254 - THE ROSA PARKS SCHOOL
15.0,90.0,65.0,4.17,4.1,3.83,3.72,3.44,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL
32.0,91.0,79.0,4.1,3.75,3.86,3.24,2.88,27Q261,VOYAGES PREP - SOUTH QUEENS
8.0,86.0,58.0,3.65,3.13,3.64,2.21,3.0,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH
14.0,61.0,81.0,4.55,3.74,4.36,4.0,3.74,27Q273,P.S. 273
58.0,100.0,97.0,3.53,3.63,3.49,2.3,3.43,27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI
81.0,82.0,92.26188698262132,3.96,4.06,3.71,4.4,4.34,27Q297,HAWTREE CREEK MIDDLE SCHOOL
41.0,67.0,80.31168736339337,3.21,3.35,3.22,4.06,2.95,27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY"
23.0,80.0,73.69543210636132,4.19,3.59,3.99,4.23,3.83,27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY
60.0,69.0,87.77994987374238,3.49,3.61,3.69,4.32,2.95,27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY
87.0,90.0,94.59895833357925,4.02,3.87,3.65,3.98,4.57,27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL
47.0,69.0,82.35815813912023,3.21,2.87,2.78,3.89,2.8,27Q314,EPIC HIGH SCHOOL - SOUTH
68.0,78.0,92.03019259903061,2.95,3.42,3.36,3.98,2.55,27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL
68.0,95.0,93.55298837296755,3.84,2.85,3.59,3.55,2.71,27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL
45.0,91.0,99.0,4.63,4.25,4.47,4.4,4.17,27Q318,WATERSIDE SCHOOL FOR LEADERSHIP
67.0,90.0,100.0,4.37,3.82,4.67,4.32,3.86,27Q319,VILLAGE ACADEMY
66.0,76.0,89.99827921154885,3.93,3.54,3.25,3.98,2.79,27Q323,SCHOLARS' ACADEMY
70.0,100.0,92.22120063651559,4.55,4.37,4.85,4.32,4.14,27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY
88.0,98.0,100.85937138400205,3.55,3.3,3.31,3.81,2.35,27Q333,GOLDIE MAPLE ACADEMY
72.0,97.0,92.1128364631594,3.81,3.8,3.32,3.5,3.53,27Q334,EPIC HIGH SCHOOL - NORTH
71.0,91.0,88.66974892215204,4.04,4.14,3.72,4.32,4.61,27Q351,ROCKAWAY COLLEGIATE HIGH SCHOOL
59.0,82.0,94.0,4.28,3.72,4.73,3.09,3.81,27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL
42.0,77.0,79.27903114014335,3.78,3.7,3.19,3.81,3.69,27Q377,P.S. 377
75.0,100.0,94.22429667260127,4.53,4.23,4.88,4.32,4.1,27Q400,AUGUST MARTIN HIGH SCHOOL
53.0,88.0,86.0,4.34,3.93,3.9,3.94,3.83,27Q475,RICHMOND HILL HIGH SCHOOL
37.0,60.0,79.99319869963978,2.94,2.74,3.2,4.49,2.32,27Q480,JOHN ADAMS HIGH SCHOOL
61.0,75.0,85.86481859008332,4.06,3.9,3.88,3.76,4.22,27Q487,JOHN ADAMS YABC
70.0,80.0,89.88177299319965,3.76,3.64,3.59,4.15,3.75,27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE"
59.0,87.0,99.0,3.25,2.84,3.3,2.06,2.27,28Q008,J.H.S. 008 RICHARD S. GROSSLEY
78.0,100.0,94.08331731926452,4.71,4.35,4.93,4.49,4.53,28Q040,P.S. 040 SAMUEL HUNTINGTON
62.0,84.0,85.7993080233329,3.85,3.82,3.3,3.84,4.16,28Q048,P.S. 048 WILLIAM WORDSWORTH
49.0,84.0,88.0,4.3,3.83,4.72,2.95,3.74,28Q050,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL
73.0,50.0,89.38133096672118,4.33,3.73,4.12,4.23,3.9,28Q054,P.S. 054 HILLSIDE
60.0,91.0,95.0,3.7,3.86,4.01,4.08,4.1,28Q055,P.S. 055 MAURE
97.0,93.0,100.4862130657832,4.99,4.39,4.98,4.4,4.5,28Q080,PS 80  THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION
18.0,88.0,86.0,3.41,3.39,3.44,2.51,3.28,28Q082,P.S. 082 HAMMOND
78.0,100.0,92.69179184020592,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,4.52,28Q086,P.S. Q086
36.0,100.0,75.0,4.82,4.79,4.52,3.87,4.36,28Q099,P.S. 099 KEW GARDENS
8.0,90.0,17.0,4.85,4.52,3.62,4.34,4.07,28Q101,P.S. 101 SCHOOL IN THE GARDENS
39.0,92.0,94.0,2.84,2.86,3.04,3.03,2.57,28Q117,P.S. 117 J. KELD / BRIARWOOD SCHOOL
21.0,100.0,54.0,3.94,4.04,3.28,4.0,4.83,28Q121,P.S. 121 QUEENS
90.0,91.0,100.49826625346576,3.75,3.82,4.0,4.4,2.88,28Q139,P.S. 139 REGO PARK
24.0,94.0,89.0,4.48,4.07,4.11,3.94,3.82,28Q140,P.S. 140 EDWARD K ELLINGTON
59.0,89.0,88.83399160855978,3.5,3.87,4.76,4.32,3.78,28Q144,P.S. 144 COL JEROMUS REMSEN
99.0,93.0,100.0,4.2,3.9,4.03,3.83,4.25,28Q157,J.H.S. 157 STEPHEN A. HALSEY
17.0,62.0,58.0,3.22,2.86,3.37,2.02,1.83,28Q160,P.S. 160 WALTER FRANCIS BISHOP
19.0,66.0,66.0,3.53,3.31,4.29,2.52,3.33,28Q161,P.S. 161 ARTHUR ASHE SCHOOL
65.0,96.0,85.0,3.37,4.29,3.52,2.52,3.03,28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL
25.0,95.0,97.0,2.6,2.88,3.5,2.02,1.39,28Q174,P.S. 174 WILLIAM SIDNEY MOUNT
30.0,94.0,91.0,3.59,3.54,3.53,3.6,3.51,28Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL
23.0,89.0,95.0,2.93,2.98,3.43,3.46,3.0,28Q182,P.S. 182 SAMANTHA SMITH
13.0,100.0,84.0,3.36,3.5,3.3,3.47,3.27,28Q190,J.H.S. 190 RUSSELL SAGE
44.0,92.0,71.0,4.33,4.36,3.93,3.38,3.85,28Q196,P.S. 196 GRAND CENTRAL PARKWAY
52.0,82.0,84.07777647215298,3.4,3.78,3.99,4.15,3.93,28Q206,P.S. 206 THE HORACE HARDING SCHOOL
60.0,94.0,85.84475108599469,3.55,3.78,3.67,4.23,4.37,28Q217,J.H.S. 217 ROBERT A. VAN WYCK
50.0,50.0,83.90351455442215,3.06,3.21,3.76,3.81,2.9,28Q220,P.S. 220 EDWARD MANDEL
43.0,91.0,81.12198119309492,2.79,2.85,2.56,3.76,3.23,28Q284,YORK EARLY COLLEGE ACADEMY
60.0,68.0,85.35979135141204,3.38,3.07,3.11,4.32,3.51,28Q287,THE EMERSON SCHOOL
56.0,35.0,84.23685869947299,2.63,2.74,2.56,2.74,2.65,28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS
72.0,76.0,88.59109652718841,2.98,3.25,3.34,4.44,4.31,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL
39.0,100.0,77.45799941576993,2.83,3.0,2.03,3.84,3.87,28Q312,JAMAICA CHILDREN'S SCHOOL
28.0,93.0,91.0,3.54,3.94,3.48,4.02,3.17,28Q325,HILLSIDE ARTS & LETTERS ACADEMY
100.0,100.0,100.80493846245857,4.53,4.32,4.33,4.74,4.41,28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP
22.0,62.0,92.0,3.39,3.43,3.86,2.77,3.07,28Q332,REDWOOD MIDDLE SCHOOL
31.0,100.0,96.0,2.69,3.04,3.13,3.59,2.66,28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY
55.0,62.0,85.28589089682886,2.95,2.86,2.29,3.5,2.31,28Q349,THE QUEENS SCHOOL FOR LEADERSHIP AND EXCELLENCE
81.0,100.0,97.5033007886698,3.03,3.73,3.74,3.89,3.08,28Q350,JAMAICA GATEWAY TO THE SCIENCES
91.0,94.0,96.14623720912832,3.99,3.93,3.72,4.66,4.48,28Q354,THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS
48.0,91.0,84.89334583977259,2.39,2.78,2.3,3.16,2.45,28Q358,M.S. 358
44.0,85.0,81.68600726035197,3.12,3.6,3.39,3.93,3.46,28Q440,FOREST HILLS HIGH SCHOOL
51.0,74.0,82.62833084539777,4.24,3.98,3.98,3.89,4.08,28Q505,HILLCREST HIGH SCHOOL
35.0,90.0,93.0,3.94,4.0,3.89,3.93,3.68,28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
34.0,83.0,81.0,3.32,3.57,3.51,3.76,3.69,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL
56.0,94.0,87.04793183630305,3.39,3.44,2.99,3.55,3.03,28Q686,QUEENS METROPOLITAN HIGH SCHOOL
33.0,65.0,79.80686746324999,2.63,1.93,3.49,3.76,2.6,28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE
54.0,65.0,84.72329824903115,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.36,28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY
94.0,55.0,82.0,3.69,3.97,3.8,4.38,4.25,28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS"
80.0,89.0,91.63355817943686,3.69,3.82,3.35,4.61,4.35,29Q015,P.S. 015 JACKIE ROBINSON
67.0,81.0,100.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.34,29Q033,P.S. 033 EDWARD M. FUNK
44.0,100.0,91.0,3.18,3.34,3.31,2.87,3.15,29Q034,P.S. 034 JOHN HARVARD
31.0,88.0,81.0,3.96,3.88,3.59,3.61,4.39,29Q035,P.S. 035 NATHANIEL WOODHULL
28.0,73.0,66.0,2.56,2.74,2.98,3.54,2.1,29Q036,P.S. 036 SAINT ALBANS SCHOOL
40.0,81.0,79.1769922883454,3.27,3.41,3.28,3.93,3.71,29Q037,CYNTHIA JENKINS SCHOOL
27.0,97.0,76.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.66,29Q038,P.S. 038 ROSEDALE
13.0,90.0,81.0,3.67238184079602,3.6148569651741296,3.69,3.7368447204968986,3.81,29Q052,P.S. 052 QUEENS
50.0,77.0,92.0,3.71,3.93,3.86,4.15,3.82,29Q059,I.S. 059 SPRINGFIELD GARDENS
59.0,78.0,86.0,3.39,3.54,3.41,3.59,3.07,29Q095,P.S. 095 EASTWOOD
